id,title,artist_channel,language,era,popularity,views,likes,duration_seconds,duration,published_at,youtube_video_id,youtube_url
96,"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D'Souza | Bhushan Kumar | Radhika R, Vinay S",T-Series,Hindi,2010s,Top Hit,1753367552,13985502,267,4:27,2019-04-06T11:56:37Z,BBAyRBTfsOU,https://www.youtube.com/watch?v=BBAyRBTfsOU
97,Atif Aslam: Pehli Dafa Song (Video) | Ileana D’Cruz | Latest Hindi Song 2017 | T-Series,T-Series,Hindi,2010s,Top Hit,486658439,3073289,283,4:43,2017-01-06T06:30:39Z,SxTYjptEzZs,https://www.youtube.com/watch?v=SxTYjptEzZs
98,"Tere Vaaste | Full Video | Zara Hatke Zara Bachke | Vicky, Sara, Varun J, Sachin-Jigar, Amitabh B",Saregama Music,Hindi,2020s,Top Hit,226084709,606633,203,3:23,2023-07-14T08:00:27Z,g5WZLO8BAC8,https://www.youtube.com/watch?v=g5WZLO8BAC8
99,"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone",T-Series,Hindi,2010s,Top Hit,620009547,3299113,252,4:12,2013-07-10T08:03:53Z,jHNNMj5bNQw,https://www.youtube.com/watch?v=jHNNMj5bNQw
100,"Phoolon Sa Chehra Tera | Anari | Hindi Song | Udit Narayan | Rang Tera Dekh Ke, Roop Tera Dekh Ke",Bollywood Blockbusters,Hindi,2020s,Popular,1332428,3098,333,5:33,2025-02-25T01:30:27Z,oN-t0B1F6n8,https://www.youtube.com/watch?v=oN-t0B1F6n8
101,"Full Video: Akh Lad Jaave | Loveyatri | Aayush S|Warina H |Badshah, Tanishk Bagchi,Jubin N, ,Asees K",T-Series,Hindi,2010s,Top Hit,442082529,2338671,181,3:01,2018-10-26T13:30:01Z,e_vl5aFXB4Q,https://www.youtube.com/watch?v=e_vl5aFXB4Q
102,Naino Ne Baandhi - Lyrical | Gold | Akshay Kumar | Mouni Roy | Arko | Yasser Desai,Zee Music Company,Hindi,2010s,Top Hit,564829438,1836459,250,4:10,2018-07-19T10:59:01Z,Y9ozt29tzgs,https://www.youtube.com/watch?v=Y9ozt29tzgs
103,"Ho Gaya Hai Tujhko | Full Song | Dilwale Dulhania Le Jayenge, Shah Rukh Khan, Kajol, Lata Mangeshkar",YRF,Hindi,2010s,Top Hit,485156313,1863485,337,5:37,2014-10-17T11:40:52Z,hw_HpTI_Wkw,https://www.youtube.com/watch?v=hw_HpTI_Wkw
104,Tum Tak - Lyrical Video | Raanjhanaa | Dhanush | Sonam Kapoor | A. R. Rahman,SonyMusicIndiaVEVO,English/International,2020s,Very Popular,12973603,64327,305,5:05,2025-06-13T07:00:02Z,1nWQs6IxTrY,https://www.youtube.com/watch?v=1nWQs6IxTrY
105,"Pardesiya - Param Sundari | Sidharth M, Janhvi K | Sachin-Jigar, Sonu Nigam, Krishnakali, Amitabh B",Universal Music India,English/International,2020s,Top Hit,146049085,804190,178,2:58,2025-07-30T06:42:01Z,N4wK3NtVRT0,https://www.youtube.com/watch?v=N4wK3NtVRT0
106,"Kaho_Na_Kaho_–_amir_jamal,_anu_malik___imran_Hashmi🔥💋💋♥️♥️🥀)",Raju  singh Rani singh,English/International,2020s,Very Popular,31003220,126843,310,5:10,2026-01-18T16:47:17Z,83XjsvPnKiE,https://www.youtube.com/watch?v=83XjsvPnKiE
107,Hona Tha Pyar- Atif Aslam(Lyrics),Murphy Way,English/International,2020s,Very Popular,10407983,94366,223,3:43,2022-03-11T09:48:11Z,qLNplZnKljQ,https://www.youtube.com/watch?v=qLNplZnKljQ
108,Akshath - Nadaaniyan (Official Video) Aisha Ahmed,Akshath,English/International,2020s,Top Hit,250626832,1774135,170,2:50,2024-06-26T06:30:04Z,gPpQNzQP6gE,https://www.youtube.com/watch?v=gPpQNzQP6gE
109,"Makhna - Drive | Sushant Singh Rajput, Jacqueline Fernandez | Tanishk Bagchi, Asees Kaur",Zee Music Company,Hindi,2010s,Top Hit,670814709,3960605,194,3:14,2019-10-03T06:33:28Z,HqUeSjsYLNU,https://www.youtube.com/watch?v=HqUeSjsYLNU
110,Bom Diggy Diggy  (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,T-Series,Hindi,2010s,Top Hit,1437869147,5826276,202,3:22,2018-02-08T08:24:30Z,yIIGQB6EMAM,https://www.youtube.com/watch?v=yIIGQB6EMAM
111,"Chogada Video Song | Loveyatri | Aayush Sharma | Warina Hussain | Darshan Raval, Lijo-DJ Chetas",T-Series,Hindi,2010s,Top Hit,223030009,1185158,154,2:34,2018-08-14T05:30:20Z,BzcKINXf-rs,https://www.youtube.com/watch?v=BzcKINXf-rs
112,Aapke Pyaar Mein Hum (Love Song❤️) Raaz | Dino Morea & Malini Sharma | Bipasha Basu | Alka Yagnik,Hot Hits Hindi,Hindi,2020s,Very Popular,18088173,62126,328,5:28,2023-07-15T04:30:10Z,cUoKV_HEtTI,https://www.youtube.com/watch?v=cUoKV_HEtTI
113,"Na Kajre Ki Dhaar [4k Song] | Suniel Shetty, Poonam Jhaver | Mohra (1994) | Popular Romantic Songs",Shemaroo Filmi Gaane,English/International,2020s,Very Popular,13495378,35680,225,3:45,2025-02-14T12:30:43Z,fPbDOCBx11w,https://www.youtube.com/watch?v=fPbDOCBx11w
114,Pyaar De - Full Video | Beiimaan Love | Sunny Leone & Rajniesh Duggall | Ankit Tiwari | Abhyendra U,Romance Rewind,English/International,2020s,Very Popular,17721434,29704,325,5:25,2025-05-03T13:30:47Z,yfghL_fey3A,https://www.youtube.com/watch?v=yfghL_fey3A
115,Aaj Phir Video Song | Hate Story 2 | Arijit Singh | Jay Bhanushali | Surveen Chawla,T-Series,Hindi,2010s,Top Hit,189578409,672705,180,3:00,2014-06-06T11:58:04Z,RalvLaiSZa0,https://www.youtube.com/watch?v=RalvLaiSZa0
116,Tum Se Hi,Pritam - Topic,English/International,2010s,Top Hit,145690775,664681,322,5:22,2017-03-23T08:36:50Z,I94fhjQ-U30,https://www.youtube.com/watch?v=I94fhjQ-U30
117,Pyaar De | Sunny Leone & Rajniesh Duggall | Ankit Tiwari | Beiimaan Love,Bollywood Love Junction 24x7,Hindi,2020s,Medium,809206,2345,325,5:25,2026-06-07T10:30:29Z,fjRlZAHeVYc,https://www.youtube.com/watch?v=fjRlZAHeVYc
118,"Sitaare | Ikkis | Agastya Nanda, Simar Bhatia, Dharmendra Deol, Jaideep A | Arijit Singh, Amitabh B",Sony Music India,Hindi,2020s,Top Hit,184558381,1422164,196,3:16,2025-12-03T12:10:16Z,nDjloeIB3Pc,https://www.youtube.com/watch?v=nDjloeIB3Pc
119,"Tu Hi Mera Dil Hai Video Song ( Hindi ) | Raajahyog | Sai Ronakh, Ankita Saha | Ram Ganapathi | Arun",Aditya Music Hindi,Hindi,2020s,Top Hit,185775868,394640,283,4:43,2024-10-06T03:30:07Z,D661Xpi34iA,https://www.youtube.com/watch?v=D661Xpi34iA
120,"Saanson Ko - 4K Music Video | ZiD | Mannara, Karanvir | Arijit Singh | Sharib Toshi | Romantic Hits",Sony Music India,Hindi,2020s,Top Hit,123864571,282404,245,4:05,2024-08-11T05:30:30Z,wsflx5Zr5p4,https://www.youtube.com/watch?v=wsflx5Zr5p4
121,"Tu Hain Toh | Mr. & Mrs. Mahi | Rajkummar Rao, Janhvi Kapoor | Hunny, Bunny, Sagar | Team Jaani",Sony Music India,Hindi,2020s,Top Hit,203460337,669061,190,3:10,2024-06-03T11:30:12Z,TVbI55pDdaI,https://www.youtube.com/watch?v=TVbI55pDdaI
122,Chaaha Hai Tujhko | Aamir | Manisha | Udit Narayan | Anuradha Paudwal | Mann  (1999) | Romantic Song,Shemaroo Romantic Songs,English/International,2020s,Top Hit,96152910,477056,273,4:33,2023-07-05T14:30:25Z,k4QJovSsEWU,https://www.youtube.com/watch?v=k4QJovSsEWU
123,Tere Sang Yaara - Rustom | Akshay Kumar & Ileana D'cruz | Arko | Manoj Muntashir,Zee Music Company,Hindi,2010s,Top Hit,417253016,1034696,141,2:21,2016-07-06T02:30:07Z,5gwy0gcjIkI,https://www.youtube.com/watch?v=5gwy0gcjIkI
124,90s Romantic Song | Madhosh Dil Ki Dhadkan | Lata Mangeshkar | Salman Khan | Twinkle Khanna,Tips Official,Hindi,2010s,Very Popular,74074365,257999,298,4:58,2010-02-08T18:52:04Z,mnOs6GTZwhA,https://www.youtube.com/watch?v=mnOs6GTZwhA
125,Kabhi Shaam Dhale | 60s–70s Retro Romantic Song | Old Bollywood Vibes,Old Love Melodies,Hindi,2020s,Very Popular,12723534,86289,483,8:03,2026-04-01T12:34:00Z,Q5MtXJ3DbcU,https://www.youtube.com/watch?v=Q5MtXJ3DbcU
126,कभी शाम ढाले  ❤️ | Old Is Gold Hindi | Evergreen Romantic Song #oldsong,Rahi Music India,Hindi,2020s,Popular,2761264,12207,583,9:43,2026-06-30T02:07:47Z,8hG45qdySdo,https://www.youtube.com/watch?v=8hG45qdySdo
127,"LYRICAL: DIL JAANIYE | Khandaani Shafakhana | Sonakshi S, Priyansh | Jubin N ,Tulsi Kumar,Payal Dev",T-Series,Hindi,2010s,Top Hit,238513074,999090,302,5:02,2019-07-22T13:14:02Z,pDRkHkmHdx0,https://www.youtube.com/watch?v=pDRkHkmHdx0
128,"SIMMBA: Tere Bin | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Rahat Fateh Ali Khan, Asees Kaur",T-Series,Hindi,2010s,Top Hit,673844209,3025085,216,3:36,2018-12-14T05:30:26Z,hejXc_FSYb8,https://www.youtube.com/watch?v=hejXc_FSYb8
129,New Song 2026 | New Hindi Song | Pyar Ho Gaya | Prabhas | Romantic Song | New Song,Music World,Hindi,2020s,Popular,1413742,5382,190,3:10,2026-07-23T13:05:25Z,-8zYOA-Aaew,https://www.youtube.com/watch?v=-8zYOA-Aaew
130,"SANAM RE Title  Song FULL VIDEO | Pulkit Samrat, Yami Gautam, Urvashi Rautela | Divya Khosla Kumar",T-Series,Hindi,2010s,Top Hit,953018743,4063626,270,4:30,2016-02-26T14:45:49Z,DS-raAyMxl4,https://www.youtube.com/watch?v=DS-raAyMxl4
131,"Duniyaa (From ""Luka Chuppi"")",Akhil - Topic,English/International,2010s,Top Hit,221922909,1157801,223,3:43,2019-02-22T03:27:58Z,h3EuilWNquo,https://www.youtube.com/watch?v=h3EuilWNquo
132,"Yaariyan Love Me Thoda Aur (Full Video) |Arijit Singh |Himansh K, Rakul P|Pritam |Divya Khosla Kumar",T-Series,Hindi,2010s,Top Hit,113064416,1060922,274,4:34,2014-01-22T08:30:01Z,lz1-1Q8Gync,https://www.youtube.com/watch?v=lz1-1Q8Gync
133,"Tum Hi Ho Song Aashiqui 2 | Music By Mithoon | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2010s,Top Hit,179078754,1152642,141,2:21,2013-03-24T03:56:54Z,NUo8CKI34o4,https://www.youtube.com/watch?v=NUo8CKI34o4
134,Ye Tune Kya Kiya - Javed Bashir (Lyrics) | Lyrical Bam Hindi,LYRICAL BAM HINDI,Hindi,2020s,Top Hit,169120889,1228791,264,4:24,2024-03-23T10:30:03Z,4yZ-mn0u8NE,https://www.youtube.com/watch?v=4yZ-mn0u8NE
135,Tere Liye - Atif Aslam & Shreya Ghoshal (Lyrics) | Lyrical Bam Hindi,LYRICAL BAM HINDI,Hindi,2020s,Very Popular,23769738,167292,275,4:35,2025-05-20T10:30:36Z,oQaWXlsSW2c,https://www.youtube.com/watch?v=oQaWXlsSW2c
136,"Dil Meri Na Sune - Lyrics | Genius |Utkarsh, Ishita |Atif Aslam, Himesh Reshammiya | Hindi Love Song",90's Hits,Hindi,2020s,Very Popular,41231334,203281,237,3:57,2025-01-31T02:00:24Z,Z-ku_0b-70w,https://www.youtube.com/watch?v=Z-ku_0b-70w
137,"Pyar Ki Ek Kahani HD Song | Hrithik Roshan, Priyanka | Shreya Ghosal, Sonu Nigam | 90's Hits Song",Itz Sayani,English/International,2020s,Very Popular,31317083,105457,503,8:23,2023-08-20T05:31:49Z,mTdJf1EX5tA,https://www.youtube.com/watch?v=mTdJf1EX5tA
138,Heropanti: Rabba Video Song | Mohit Chauhan | Tiger Shroff | Kriti Sanon,T-Series,Hindi,2010s,Top Hit,331036076,1548091,148,2:28,2014-05-02T08:13:10Z,o4mHtJLgMLs,https://www.youtube.com/watch?v=o4mHtJLgMLs
139,"'AGAR TUM SAATH HO' Full AUDIO song | Tamasha | Ranbir Kapoor, Deepika Padukone | New Song 2024",Sadabahar Gane,English/International,2020s,Very Popular,21423593,0,632,10:32,2024-10-02T09:43:10Z,zCjRVABSHUs,https://www.youtube.com/watch?v=zCjRVABSHUs
140,"Vaaste Official Video Song | Dhvani Bhanushali, TanishkBagchi | Bhushan K |RadhikaRao, Vinay S",Zara Music,English/International,2020s,Very Popular,36713779,251322,315,5:15,2025-06-13T06:39:18Z,yldH_uAxLEg,https://www.youtube.com/watch?v=yldH_uAxLEg
141,"Dil Kehta Hai | Akele Hum Akele Tum | Kumar Sanu, Alka Yagnik | Aamir Khan | 90s Love Song",Ishtar Music,English/International,2020s,Top Hit,340873608,1037753,403,6:43,2020-11-13T05:30:03Z,PqiddY3o3aY,https://www.youtube.com/watch?v=PqiddY3o3aY
142,"Full Song: Pehla Pyaar | Kabir Singh | Shahid Kapoor, Kiara Advani | Armaan Malik | Vishal Mishra",T-Series,Hindi,2010s,Top Hit,201357087,1123802,273,4:33,2019-07-06T05:53:47Z,B7SkAq_94J8,https://www.youtube.com/watch?v=B7SkAq_94J8
143,"Chahun Main Ya Naa Full Video Song Aashiqui 2 | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2010s,Top Hit,570575189,4159869,241,4:01,2013-05-16T08:40:04Z,VdyBtGaspss,https://www.youtube.com/watch?v=VdyBtGaspss
144,"Pee Loon (Lyrics) | Once Upon A Time in Mumbai |Mohit Chauhan | Pritam | Emraan Hashmi, Prachi Desai",SYMPHONY,English/International,2020s,Very Popular,30638712,261681,285,4:45,2022-05-15T12:28:01Z,Nbr_KJT0TIc,https://www.youtube.com/watch?v=Nbr_KJT0TIc
145,Tu Hi Haqeeqat,Pritam - Topic,English/International,2010s,Very Popular,60539408,397513,303,5:03,2015-08-11T23:52:21Z,2CAiycLVy7s,https://www.youtube.com/watch?v=2CAiycLVy7s
146,"""Teri Meri Prem Kahani Bodyguard"" (Video Song) Feat. 'Salman khan'",T-Series,Hindi,2010s,Top Hit,414197097,2997213,161,2:41,2011-08-21T13:37:17Z,tyxswccv-VU,https://www.youtube.com/watch?v=tyxswccv-VU
147,"Tum Hi Aana Full Video | Marjaavaan | Riteish D, Sidharth M, Tara S | Jubin N | Payal Dev Kunaal V",T-Series,Hindi,2010s,Top Hit,510453977,3708340,235,3:55,2019-11-24T07:36:05Z,RemShT6JAHw,https://www.youtube.com/watch?v=RemShT6JAHw
148,Bewafai Ka Sila – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,99411,779,376,6:16,2026-08-23T01:30:11Z,ERg25PTXbn8,https://www.youtube.com/watch?v=ERg25PTXbn8
149,Phir Bhi Tumko Chaahunga,Mithoon - Topic,English/International,2010s,Very Popular,54582528,410684,352,5:52,2018-11-16T12:32:06Z,q1uPPBJ2tcI,https://www.youtube.com/watch?v=q1uPPBJ2tcI
150,90s का सबसे दर्द भरा गाना 💔 Har Ek Muskurahat Muskan Nahi Hoti 💔 Alka Yagnik 💔 दिल छू लेने वाला गाना,Duet Hindi Songs,Hindi,2020s,Popular,6154508,26499,531,8:51,2026-04-03T11:30:25Z,UGLX16_x1Lw,https://www.youtube.com/watch?v=UGLX16_x1Lw
151,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",Pritam - Topic,English/International,2010s,Top Hit,156020514,1074460,270,4:30,2017-02-20T08:57:32Z,wx89ZdkwtS8,https://www.youtube.com/watch?v=wx89ZdkwtS8
152,Mujhko Dafna Kar Wo Jab Wapas Jayenge (Song): Sonu Nigam | Bewafa Sanam | Hindi Sad Song,Pop Chartbusters,Hindi,2020s,Popular,9267397,48875,308,5:08,2026-05-22T13:30:23Z,bjP8CMXiq5c,https://www.youtube.com/watch?v=bjP8CMXiq5c
153,New Sad Song Hindi 2026 | Hindi Sad Song | Sad Songs | New Sad Song,gaming editor ff,Hindi,2020s,Medium,827919,4670,199,3:19,2026-07-01T10:28:53Z,9EE-FHd1384,https://www.youtube.com/watch?v=9EE-FHd1384
154,"Kiska Rasta Dekhe  (Official Lyric Video) | Kishore Kumar | Dev Anand,Hema Malini,Raakhee | Joshila",Universal Music India,English/International,2020s,Very Popular,11948280,77807,254,4:14,2024-02-20T10:30:51Z,E0PBNCDACCU,https://www.youtube.com/watch?v=E0PBNCDACCU
155,Barsaat - Banjaare (Official Video),Banjaare,English/International,2020s,Very Popular,26103295,403418,186,3:06,2026-07-09T04:30:33Z,ebZj_nrmH-c,https://www.youtube.com/watch?v=ebZj_nrmH-c
156,Itna Mat Tarsa – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Low,33607,277,336,5:36,2026-08-24T01:30:17Z,l4vuKIY68PY,https://www.youtube.com/watch?v=l4vuKIY68PY
157,"Dhokebaaz (Video) Jaani | Afsana Khan | Vivek Anand Oberoi, Tridha Choudhury | VYRL Originals",Universal Music India,English/International,2020s,Top Hit,323180699,1763523,267,4:27,2022-04-29T05:30:05Z,8-gxHIOSZNA,https://www.youtube.com/watch?v=8-gxHIOSZNA
158,Tujhe Main Pyar Karoon ( LYRICS ) ( 1920 Movie ) Kailash Kher || @WorldFamousLyrics,WORLD FAMOUS LYRICS,English/International,2020s,Very Popular,40113062,432236,307,5:07,2021-11-30T03:30:15Z,rjVOoCdsZsg,https://www.youtube.com/watch?v=rjVOoCdsZsg
159,Dekha Zamana Sara Bharam Hai |  Tere Hawale | Arijit Singh |  Hindi Lyrics Song 2024,Sadabahar Gane,Hindi,2020s,Very Popular,11328430,0,487,8:07,2024-10-14T06:00:34Z,xT9RSUOpFtk,https://www.youtube.com/watch?v=xT9RSUOpFtk
160,Tu Hi Wajah – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,242809,1251,267,4:27,2026-08-21T01:30:06Z,i9LGGtcscpw,https://www.youtube.com/watch?v=i9LGGtcscpw
161,Tere Ishq Mein Naachenge - Lyrics | Aamir Khan | Karisma Kapoor | Kumar Sanu | Hindi Sad Song,Aapke Pyaar Mein - Love Songs,Hindi,2020s,Very Popular,52184619,160576,490,8:10,2024-11-27T07:30:11Z,dJwZhZHSALU,https://www.youtube.com/watch?v=dJwZhZHSALU
162,"जीता था जिसके लिये HD - दिलवाले - अजय देवगन, रवीना टंडन, सुनील शेट्टी - कुमार सानु, अलका याग्निक",Goldmines Gaane Sune Ansune,English/International,2010s,Top Hit,661956671,2512608,459,7:39,2015-11-05T11:30:01Z,fa5Yzxdh8e4,https://www.youtube.com/watch?v=fa5Yzxdh8e4
163,Zaroorat Full Video Song | Ek Villain | Mithoon | Mustafa Zahid,T-Series,Hindi,2010s,Top Hit,381238033,2854986,290,4:50,2014-07-11T12:27:48Z,VMEXKJbsUmE,https://www.youtube.com/watch?v=VMEXKJbsUmE
164,"'Baaton Ko Teri' FULL VIDEO Song | Arijit Singh | Abhishek Bachchan, Asin | T-Series",T-Series,Hindi,2010s,Top Hit,356392057,1669819,247,4:07,2015-08-27T13:50:55Z,c19t5ORk8Xo,https://www.youtube.com/watch?v=c19t5ORk8Xo
165,Yaar Ka Sataya Hua Hai - B Praak | Nawazuddin Siddiqui | Shehnaaz Gill | Jaani | Arvindr Khaira,DM - Desi Melodies,Punjabi,2020s,Top Hit,232755216,1856995,321,5:21,2023-07-03T11:30:26Z,OBEOPnAO1hc,https://www.youtube.com/watch?v=OBEOPnAO1hc
166,"Sab Kuchh Bhula Diya Lyrical Video | Hum Tumhare Hain Sanam | Sonu N,Sapna A|Shahrukh Khan,Madhuri D",T-Series Bollywood Classics,Hindi,2010s,Top Hit,409867873,1755209,473,7:53,2018-01-29T12:30:01Z,xKx_80QM2LU,https://www.youtube.com/watch?v=xKx_80QM2LU
167,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon - Topic,English/International,2010s,Very Popular,78235152,436560,372,6:12,2019-05-24T06:30:02Z,PVDPkS4v8FQ,https://www.youtube.com/watch?v=PVDPkS4v8FQ
168,Dil Haar Gaya 💔 | Heart Touching Sad Song 2026 | Emotional Breakup Song | New Hindi Sad Song,AAKA MUSIC,Hindi,2020s,Popular,2113002,0,352,5:52,2026-07-30T06:10:00Z,ka1-gIn_56U,https://www.youtube.com/watch?v=ka1-gIn_56U
169,"Bhula Dena Mujhe Video Song Aashiqui 2 | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2010s,Very Popular,54876350,349553,122,2:02,2013-04-28T03:30:08Z,II4CvWvgIsI,https://www.youtube.com/watch?v=II4CvWvgIsI
170,"Banjaara Full Video Song | Ek Villain | Shraddha Kapoor, Siddharth Malhotra",T-Series,Hindi,2010s,Top Hit,633218163,4273854,334,5:34,2014-07-11T08:32:21Z,0NFxcNheoLc,https://www.youtube.com/watch?v=0NFxcNheoLc
171,"BPraak - Zohrajabeen (Video) | Randeep Hooda, Priyanka Chahar Choudhary | Jaani | Arvindr Khaira",DM - Desi Melodies,English/International,2020s,Top Hit,215279030,1709014,262,4:22,2023-09-15T07:36:44Z,5KkHLDkPcq8,https://www.youtube.com/watch?v=5KkHLDkPcq8
172,Aashiqon Se Bas Yahi Ek Iltija Hai Meri | Bhagyashree | Paayal (1992) | Kumar Sanu Superhit Song,Dard Bhare Gaane,English/International,2020s,Popular,9180065,29390,259,4:19,2023-12-30T13:30:16Z,k-1Q0n_20x8,https://www.youtube.com/watch?v=k-1Q0n_20x8
173,Tu Mila Hi Kyu Tha – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Popular,1510935,8438,297,4:57,2026-08-06T03:30:22Z,uiq0YljtrCs,https://www.youtube.com/watch?v=uiq0YljtrCs
174,Khamosh Rehna Sikha Diya – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Sad Song,Aarzoo Khaan,Hindi,2020s,Medium,681055,3535,443,7:23,2026-07-25T02:00:06Z,4kW4Yi3Cokk,https://www.youtube.com/watch?v=4kW4Yi3Cokk
175,Teri Bewafai Ka Yeh Gham - Agam Kumar Sad Song (Phir Bewafai Deceived in Love),Pop Chartbusters,English/International,2010s,Very Popular,70955460,221219,271,4:31,2012-03-29T06:30:29Z,cDhQ8DTSTIE,https://www.youtube.com/watch?v=cDhQ8DTSTIE
176,Mujhse Hui Bas Yeh Khata - Ishq Vishk | Alka Yagnik | Shahid Kapoor | Amrita Rao |Bollywood Sad Song,Tips Official,Hindi,2000s,Popular,7386933,56257,106,1:46,2009-12-08T09:12:45Z,AU-wf6XuTBo,https://www.youtube.com/watch?v=AU-wf6XuTBo
177,Ujaar Kar Meri Duniya – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,391249,2349,355,5:55,2026-07-14T10:35:31Z,zM80RdObeLA,https://www.youtube.com/watch?v=zM80RdObeLA
178,Ek Naam Yaad Aata Hai – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,349991,1989,327,5:27,2026-06-22T02:00:33Z,GFW1YPCvrms,https://www.youtube.com/watch?v=GFW1YPCvrms
179,Aakhri Nishani 2 – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,300410,1414,301,5:01,2026-07-30T02:00:00Z,1VVDIUOochk,https://www.youtube.com/watch?v=1VVDIUOochk
180,Khusi Ke Pal Kha Dhundu | Shirley Setia | Latest Hindi Sad Song 2018 | Best Ever Sad Song,Sam Prajapati,Hindi,2010s,Very Popular,47855446,593652,256,4:16,2018-12-11T12:00:02Z,HrDgxVx1HUM,https://www.youtube.com/watch?v=HrDgxVx1HUM
181,Alka Yagnik 💔 Har Ek Muskurahat Muskan Nahi Hoti 💔 Hindi Song ❤️ Suman Rangnathan 💔 Dard Bhara Song,Dard Bhare Songs,Hindi,2020s,Very Popular,75439456,287519,531,8:51,2024-04-13T12:12:02Z,V7SOOQqk9zM,https://www.youtube.com/watch?v=V7SOOQqk9zM
182,"Hamari Adhuri Kahani - Lyrical Song | Arjit Singh | Emraan Hashmi, Vidya Balan | Jeet Gannguli",Sony Music India,Hindi,2020s,Top Hit,143617105,957040,406,6:46,2024-12-12T10:01:01Z,sVRwZEkXepg,https://www.youtube.com/watch?v=sVRwZEkXepg
183,Beech Raah Mein Chhod Dete Hai – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Sad Song,Aarzoo Khaan,Hindi,2020s,Medium,687780,3102,336,5:36,2026-07-27T02:00:31Z,z3q9D39rP6k,https://www.youtube.com/watch?v=z3q9D39rP6k
184,Veeraniyaan – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,203894,1085,288,4:48,2026-08-21T10:49:46Z,2Gf0wpDbWbk,https://www.youtube.com/watch?v=2Gf0wpDbWbk
185,Meri Wafa Ko – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,840078,4605,335,5:35,2026-05-16T02:00:10Z,6stZxSDR92M,https://www.youtube.com/watch?v=6stZxSDR92M
186,Teri Jagah Koi Nahi – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Popular,1040419,4360,281,4:41,2026-08-11T01:30:07Z,GKp1cJcUeZU,https://www.youtube.com/watch?v=GKp1cJcUeZU
187,Saiyaara (Movie: Saiyaara),Faheem Abdullah - Topic,English/International,2020s,Top Hit,130086500,1041682,371,6:11,2025-06-03T05:33:39Z,ge4M2dVBgTw,https://www.youtube.com/watch?v=ge4M2dVBgTw
188,"Zindagi Ki Talash Mein - Video Song | Kumar Sanu | Saathi |Aditya Pancholi, Mohsin Khan, Varsha",T-Series Bollywood Classics,Hindi,2020s,Very Popular,20779438,75515,349,5:49,2026-04-15T11:20:42Z,n5-ZiGYs2RU,https://www.youtube.com/watch?v=n5-ZiGYs2RU
189,koi puchhe mere Dil se full lyrics video,Biswajit studio,English/International,2020s,Very Popular,46503440,318207,278,4:38,2023-02-11T03:50:33Z,6eQ3tkmIQ5M,https://www.youtube.com/watch?v=6eQ3tkmIQ5M
190,Tu Mera Naseeb Tha – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Medium,339766,1687,359,5:59,2026-08-03T02:00:26Z,ztglYzQ3ZiQ,https://www.youtube.com/watch?v=ztglYzQ3ZiQ
