id,title,artist_channel,language,era,popularity,views,likes,duration_seconds,duration,published_at,youtube_video_id,youtube_url
551,"Dance Pe Chance | Full Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka | Sunidhi, Labh Janjua",YRF,Hindi,2010s,Top Hit,219218865,826314,255,4:15,2012-01-19T06:56:56Z,rap8SoUIPaw,https://www.youtube.com/watch?v=rap8SoUIPaw
552,Gore Tan Se Sarakta Jaye - Full Video Song | Akhiyon Se Goli Maare | Govinda | Raveena Tandan,T-Series Bollywood Classics,Hindi,2020s,Top Hit,150106043,269373,256,4:16,2023-07-21T13:30:26Z,kMlMVd7h74M,https://www.youtube.com/watch?v=kMlMVd7h74M
553,"Lat Lag Gayee | Race 2 | Saif Ali Khan, Jacqueline | Benny Dayal, Shalmali | Pritam | Party Song",Tips After Party,Hindi,2020s,Very Popular,30019944,147219,247,4:07,2025-04-10T12:00:18Z,D8LZf22MY9U,https://www.youtube.com/watch?v=D8LZf22MY9U
554,Best Bollywood Dance Songs (1990-2025),Sanam Creates,Hindi,2020s,Popular,1380645,10479,667,11:07,2025-06-24T10:30:06Z,7ceYN88FFGw,https://www.youtube.com/watch?v=7ceYN88FFGw
555,"Full Video :Illegal Weapon 2.0|Street Dancer 3D |Varun D,Shraddha K,Nora|Tanishk B,Jasmine S,Garry S",T-Series,Hindi,2020s,Top Hit,712873598,3549569,218,3:38,2020-02-05T08:31:06Z,GOkJguI8kYc,https://www.youtube.com/watch?v=GOkJguI8kYc
556,"Jai Jai Shivshankar | Full Song | WAR | Hrithik, Tiger | Vishal & Shekhar, Benny | Holi Song",YRF,Hindi,2010s,Top Hit,579207666,3113910,232,3:52,2019-11-04T07:12:55Z,oGneAab3e88,https://www.youtube.com/watch?v=oGneAab3e88
557,"ILLEGAL WEAPON 2.0 8K Video Song | Street Dancer 3D | Varun D,Shraddha K,Nora| Tanishk,Jasmine,Garry",T-Series,Hindi,2020s,Popular,918803,9578,218,3:38,2026-04-28T07:08:35Z,7_Yj7uQbc-c,https://www.youtube.com/watch?v=7_Yj7uQbc-c
558,Afghan Jalebi (Film Version) Lyrics | Phantom | Saif Ali Khan | Katrina Kaif | Pritam |,T-Series,Hindi,2020s,Popular,5087945,31498,225,3:45,2026-06-17T15:14:19Z,uQ5JzXlioWQ,https://www.youtube.com/watch?v=uQ5JzXlioWQ
559,"Saree Ke Fall Sa - 8K/4K Music Video | Shahid, Sonakshi | Antara Mitra, Nakash Aziz | R...Rajkumar",Sony Music India,Hindi,2020s,Very Popular,22100080,159937,242,4:02,2025-12-30T10:30:23Z,ZtgchQLx3ao,https://www.youtube.com/watch?v=ZtgchQLx3ao
560,"Panwadi | Sunny Sanskari Ki Tulsi Kumari | Varun, Janhvi, Rohit, Sanya| A.P.S,Khesari Lal,Masoom,Dev",Sony Music India,Hindi,2020s,Very Popular,64619640,558379,222,3:42,2025-09-10T09:15:19Z,usVq_4K_m_w,https://www.youtube.com/watch?v=usVq_4K_m_w
561,Saaiyaan Lyrical | Kareen Kapoor | Rahat Fateh Ali Khan | Salim-Sulaiman | Bollywood Songs,Sony Music India,Hindi,2020s,Very Popular,20813061,108912,209,3:29,2024-09-21T08:56:13Z,6hjJZv_68vI,https://www.youtube.com/watch?v=6hjJZv_68vI
562,Badnam Kar Diya – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Popular,1128090,6372,333,5:33,2026-05-13T02:00:16Z,Bhguje7f8WU,https://www.youtube.com/watch?v=Bhguje7f8WU
563,"Dil: Shreya's Version (Lyrical) | Ek Villain Returns | John Disha Arjun Tara | Kaushik-Guddu, Mohit",T-Series,Hindi,2020s,Top Hit,208112702,1211675,329,5:29,2022-08-13T09:30:07Z,nWbj7W_pD9U,https://www.youtube.com/watch?v=nWbj7W_pD9U
564,"Thodi Der - Full Video | Half Girlfriend | Arjun Kapoor, Shraddha Kapoor | Farhan S & Shreya Ghoshal",Bollywood Rewind,Hindi,2020s,Popular,4521768,30760,315,5:15,2026-04-07T13:30:20Z,LeOoSTN-ELc,https://www.youtube.com/watch?v=LeOoSTN-ELc
565,Zindagi Kuch Toh Bata (Reprise) Full Song with LYRICS Pritam | Salman Khan | Bajrangi Bhaijaan,T-Series,Hindi,2010s,Top Hit,170023778,1614066,259,4:19,2015-07-22T07:55:56Z,ITyHqStTDeg,https://www.youtube.com/watch?v=ITyHqStTDeg
566,Khush Raho – Aarzoo Khaan | Emotional Hindi Sad Song | New Song 2026 | Arijit Singh Vibe,Aarzoo Khaan,Hindi,2020s,Popular,2857918,20053,471,7:51,2026-04-13T02:00:41Z,hZQod5IXpFo,https://www.youtube.com/watch?v=hZQod5IXpFo
567,"Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)",Vishal Mishra - Topic,English/International,2020s,Very Popular,44992590,356320,258,4:18,2025-08-28T10:03:58Z,BU5kkhpgLz8,https://www.youtube.com/watch?v=BU5kkhpgLz8
568,"'Tu Jo Mila' VIDEO Song - K.K. Pritam | Salman Khan, Nawazuddin, Harshaali | Bajrangi Bhaijaan",T-Series,Hindi,2010s,Top Hit,159322535,898292,154,2:34,2015-07-25T09:29:43Z,6DCOjq0omBc,https://www.youtube.com/watch?v=6DCOjq0omBc
569,"'AGAR TUM SAATH HO' Full VIDEO song | Tamasha | Ranbir Kapoor, Deepika Padukone | T-Series",T-Series,Hindi,2010s,Top Hit,176574303,1715008,192,3:12,2015-12-09T09:22:59Z,xRb8hxwN5zc,https://www.youtube.com/watch?v=xRb8hxwN5zc
570,Mann Bharryaa 2.0 - 4K Music Video | Shershaah | Sidharth Malhotra | Kiara Advani | B Praak | Jaani,Sony Music India,Punjabi,2020s,Very Popular,25554743,157397,224,3:44,2024-07-17T11:33:46Z,ZoGYpAID4TY,https://www.youtube.com/watch?v=ZoGYpAID4TY
571,Ankhiyon Ke Jharokhon Se Title Song | Lyrical (HD) | Sachin | Ranjeeta | Classic Romantic Songs,Bollywood Classics,Hindi,2020s,Popular,2604364,9842,416,6:56,2021-09-06T12:30:02Z,Dd1fk-nq5ms,https://www.youtube.com/watch?v=Dd1fk-nq5ms
572,Ankhiyon Ke Jharokhon Se Title Song | Hindi Lyrical | Sachin | Ranjeeta | Classic Romantic Song,Bollywood Classics,Hindi,2020s,Top Hit,123489900,268606,416,6:56,2022-07-02T14:05:31Z,4J0UPLVMjS8,https://www.youtube.com/watch?v=4J0UPLVMjS8
573,"Chhote Chhote Bhaiyon Ke - Hindi Lyrical | Salman Khan, Saif Ali Khan, Tabu, Karishma | HSSH",Bollywood Classics,Hindi,2020s,Top Hit,182959572,435367,247,4:07,2023-06-03T12:30:07Z,JtKjcyc5wh0,https://www.youtube.com/watch?v=JtKjcyc5wh0
574,"O Jiji - Hindi Lyrics Song | Vivah | Shahid Kapoor, Amrita Rao | Pamela Jain, Shreya Ghoshal",Bollywood Classics,Hindi,2020s,Very Popular,83766769,199356,260,4:20,2022-12-17T13:16:42Z,LPD4zi5lUAI,https://www.youtube.com/watch?v=LPD4zi5lUAI
575,"Maiyya Yashoda Hindi Lyrics |Hum Saath Saath Hain | Salman Khan,Tabu, Karishma Kapoor, Saif Ali Khan",Bollywood Classics,Hindi,2020s,Very Popular,46219437,138592,370,6:10,2023-01-02T12:30:06Z,Os_BtReHQNI,https://www.youtube.com/watch?v=Os_BtReHQNI
576,"Kaun Disa Mein Leke Chala Re Batohiya - Nadiya Ke Paar - Hemlata, Jaspal Singh - Ravindra Jain Songs",Bollywood Classics,Hindi,2010s,Top Hit,414103803,1559460,373,6:13,2013-09-19T14:11:21Z,D61BvxAOxm0,https://www.youtube.com/watch?v=D61BvxAOxm0
577,"Maye Ni Maye Lyrical | Hum Aapke Hain Koun | Salman Khan, Madhuri Dixit | Lata Mangeshkar",Bollywood Classics,Hindi,2010s,Very Popular,64693678,168109,254,4:14,2019-06-17T13:00:15Z,XxSv6sDkOGM,https://www.youtube.com/watch?v=XxSv6sDkOGM
578,"Kasam Ki Kasam | Lyrical | Main Prem Ki Diwani Hoon | Kareena Kapoor, Hrithik Roshan, Abhishek",Bollywood Classics,Hindi,2020s,Top Hit,110913234,489428,354,5:54,2020-07-06T13:00:13Z,cmWebp_KYng,https://www.youtube.com/watch?v=cmWebp_KYng
579,"Tauba Tumhare Ishare -Video Song |Shah Rukh Khan,Rani Mukherjee |Chalte Chalte |Abhijeet,Alka Yagnik",T-Series Bollywood Classics,Hindi,2020s,Very Popular,15561911,58956,246,4:06,2025-09-26T05:30:06Z,9DJoNkN1UKM,https://www.youtube.com/watch?v=9DJoNkN1UKM
580,"Aaja Shaam Hone Aayi Lyrical | Maine Pyar Kiya | Salman Khan, Bhagyashree | S. P. B & Lata Hits",Bollywood Classics,Hindi,2020s,Very Popular,30371708,94169,286,4:46,2020-03-02T13:00:19Z,sWoRdwFk2Yw,https://www.youtube.com/watch?v=sWoRdwFk2Yw
581,"Bani Bani Lyrical | Main Prem Ki Deewani Hoon | Kareena, Abhishek, Hrithik | Anu Malik",Bollywood Classics,Hindi,2010s,Top Hit,170002771,366156,414,6:54,2019-10-28T11:00:02Z,CwwSUR0ISPw,https://www.youtube.com/watch?v=CwwSUR0ISPw
582,"Jhilmil Sitaron Ka Aangan Hoga - Mohammad Rafi & Lata Mangeshkar | Dharmendra, Raakhee| Romantic Hit",Bollywood Classics,Hindi,2010s,Top Hit,166638799,462566,322,5:22,2013-09-21T14:15:00Z,v13cUeX6_co,https://www.youtube.com/watch?v=v13cUeX6_co
583,"Dil Deewana  Lyrical | Maine Pyar Kiya | Salman Khan, Bhagyashree | Lata Mangeshkar | Romantic Song",Bollywood Classics,Hindi,2010s,Very Popular,28142021,101775,328,5:28,2019-09-30T13:00:04Z,JlmO1qHUwro,https://www.youtube.com/watch?v=JlmO1qHUwro
584,Mujhse Juda Hokar | Lata Mangeshkar & S. P. Balasubramaniam | Superhit Song | Romantic Song,Bollywood Classics,Hindi,2010s,Top Hit,162643940,575355,349,5:49,2014-02-12T11:45:09Z,Q8bKKn8gBVY,https://www.youtube.com/watch?v=Q8bKKn8gBVY
585,Kishore Kumar : Mere Sapno Ki Rani Kab Aayegi Tu | Rajesh Khanna | Sharmila Tagore,Dard Bhare Songs,English/International,2020s,Very Popular,91563019,337193,431,7:11,2024-04-03T13:49:13Z,UlWAjd9bcKw,https://www.youtube.com/watch?v=UlWAjd9bcKw
586,"Solah Baras Ki Bali Umar Video Song | Ek Duuje Ke Liye | Kamal Haasan, Rati Agnihotri | Lata Didi",Bollywood Classics,Hindi,2010s,Top Hit,168786541,392606,330,5:30,2013-10-23T14:31:29Z,1RIEPUjTXEA,https://www.youtube.com/watch?v=1RIEPUjTXEA
587,Babul - Lyrical | Hum Aapke Hain Koun | Bollywood Wedding Song | Sharda Sinha Songs | Madhuri Dixit,Bollywood Classics,Hindi,2020s,Very Popular,29399174,91307,220,3:40,2022-03-21T12:30:06Z,GYVYAnSe93M,https://www.youtube.com/watch?v=GYVYAnSe93M
588,"Chand Jaise Mukhde Pe (Lyrical) | Yesudas | Arun Govil, Zarina Wahab | Old Classical Romantic Song",Bollywood Classics,Hindi,2020s,Popular,9330191,36589,286,4:46,2024-03-02T12:30:25Z,ka6OAmB4UqY,https://www.youtube.com/watch?v=ka6OAmB4UqY
589,"Aaj Humaare Dil Mein | Lyrical | Hum Aapke Hain Koun | Salman, Madhuri | Lata Didi & Kumar Sanu Hits",Bollywood Classics,Hindi,2020s,Top Hit,117322478,264843,337,5:37,2021-11-15T12:30:02Z,ABqsJBSBNBw,https://www.youtube.com/watch?v=ABqsJBSBNBw
590,Tera Rang Balle Balle | Jaspinder Narula | Sonu Nigam | Soldier (1998) | Bollywood Song,Bollywood Classic Hits,Hindi,2020s,Very Popular,81431637,240572,289,4:49,2024-10-23T07:30:02Z,7xPA_if3FF8,https://www.youtube.com/watch?v=7xPA_if3FF8
591,Aane Se Uske Aaye Bahar - Jeene Ki Raah - Mohammed Rafi Hit Songs - Laxmikant Pyarelal Songs,Bollywood Classics,Hindi,2010s,Very Popular,95665280,360354,191,3:11,2013-09-23T14:48:34Z,GNTNnp5rk5E,https://www.youtube.com/watch?v=GNTNnp5rk5E
592,Mere Mehboob Qayamat Hogi - Hindi Lyrics | मेरे महबूब कयामत होगी | Kishore Kumar Hit Songs,Bollywood Classics,Hindi,2020s,Top Hit,147607420,721774,293,4:53,2022-03-26T13:16:23Z,JKgD6vinf5Q,https://www.youtube.com/watch?v=JKgD6vinf5Q
593,"Yeh To Sach Hai Ke Bhagwan Hai | Pratima Rao, Hariharan, Ghansham Vaswani | Mohnish Bahl Special",Bollywood Classics,Hindi,2020s,Very Popular,16228779,62079,428,7:08,2025-08-13T13:10:34Z,5fbW4DzEbE0,https://www.youtube.com/watch?v=5fbW4DzEbE0
594,"Mere Rang Me Rangne Wali Video Song | Maine Pyar Kiya | Salman Khan, Bhagyashree | S P B Hit Songs",Bollywood Classics,Hindi,2010s,Very Popular,92347532,496056,384,6:24,2013-12-12T13:49:22Z,T9RQrpuPt6o,https://www.youtube.com/watch?v=T9RQrpuPt6o
595,"Mhare Hiwda Mein Lyrical | Hum Saath Saath Hain | Salman Khan, Karishma Kapoor, Saif Ali Khan, Tabu",Bollywood Classics,Hindi,2010s,Top Hit,108994288,250286,386,6:26,2019-06-24T13:00:10Z,c0wd8f6HGUo,https://www.youtube.com/watch?v=c0wd8f6HGUo
596,Joote De Do Paise Le Lo (Hindi Lyrical) | Salman Khan Madhuri Dixit | Hum Aapke Hai Kaun,Bollywood Classics,Hindi,2020s,Very Popular,25668102,62409,399,6:39,2023-11-11T12:30:39Z,zQvSuYBojc4,https://www.youtube.com/watch?v=zQvSuYBojc4
597,Gori Tera Gaon X Aaj Se Pehle | Amol Palekar Hit Songs | Chitchor | Fusion Video Song,Bollywood Classics,Hindi,2020s,Popular,6347795,28988,555,9:15,2023-09-22T12:30:12Z,JbKrK8OVFz4,https://www.youtube.com/watch?v=JbKrK8OVFz4
598,Lata Mangeshkar: Megha Re Megha Re | Old Classic Bollywood Song | Pyasa Sawan Movie | Suresh Wadkar,Dard Bhare Songs,Hindi,2020s,Very Popular,20247354,60537,663,11:03,2023-08-02T12:20:12Z,jn9nzWqO8kE,https://www.youtube.com/watch?v=jn9nzWqO8kE
599,Sawan Ka Mahina Pawan Kare Sor - Milan - Mukesh & Lata Mangeshkar - Laxmikant Pyarelal Hit Songs,Bollywood Classics,Hindi,2010s,Very Popular,48434161,185605,330,5:30,2013-09-06T13:51:50Z,xOF7JWJqHEc,https://www.youtube.com/watch?v=xOF7JWJqHEc
600,Yeh Jeevan Hai Is Jeevan Ka - Lyrical | Piya Ka Ghar | Anil Dhawan & Jaya Bhaduri | Kishore Kumar,Bollywood Classics,Hindi,2020s,Very Popular,16536552,71991,218,3:38,2021-10-18T12:30:27Z,yyMAbNxvRn8,https://www.youtube.com/watch?v=yyMAbNxvRn8
601,"Suno Na Suno Na - Video Song | Abhijeet | Chalte Chalte | Shah Rukh Khan, Rani Mukherjee",T-Series Bollywood Classics,Hindi,2020s,Popular,5487153,21947,307,5:07,2025-10-29T13:31:12Z,wbbgTsMihO0,https://www.youtube.com/watch?v=wbbgTsMihO0
602,Ek Chatur Naar Badi Hoshiyaar - Kishore Kumar & Manna Dey's Superhit Song - R D Burman Songs,Bollywood Classics,Hindi,2010s,Top Hit,144107911,938209,373,6:13,2013-10-17T14:13:54Z,lGfTQ-YFjIE,https://www.youtube.com/watch?v=lGfTQ-YFjIE
603,Sunayana Aaj In Nazaron Ko Lyrical | Sunayana | Yesudas | Ravindra Jain | Naseeruddin Shah,Bollywood Classics,Hindi,2020s,Popular,9326524,34385,342,5:42,2022-06-29T12:40:46Z,op6blgiYNa0,https://www.youtube.com/watch?v=op6blgiYNa0
604,"Aksar Iss Duniya Mein HD Video | Dhadkan | Akshay Kumar, Sunil Shetty, Shilpa S, Mahima Chaudhary",Munawwar Ali,English/International,2020s,Top Hit,100952363,335905,716,11:56,2025-07-18T07:00:59Z,v1aJkA0ZT5I,https://www.youtube.com/watch?v=v1aJkA0ZT5I
605,"Tere Dware Pe Aayi Baraat (Hindi Lyrical) | Vivah | Shahid Kapoor, Amrita Rao | Wedding Song",Bollywood Classics,Hindi,2020s,Very Popular,19919237,55024,267,4:27,2024-01-27T12:30:18Z,JV3J73YXj4A,https://www.youtube.com/watch?v=JV3J73YXj4A
606,"Yeh Mausam Ka Jaadu Hai Mitwa | Lyrical Song | Hum Aapke Hain Koun | Salman Khan, Madhuri Dixit",Rajshri,English/International,2010s,Very Popular,12264887,55808,303,5:03,2018-07-31T14:30:00Z,0UJbl8H3_No,https://www.youtube.com/watch?v=0UJbl8H3_No
607,Le Toh Aaye Ho Hame Sapno Ke Gaon Mein - Hemlata Songs - Ravindra Jain Hit Songs,Bollywood Classics,Hindi,2010s,Very Popular,64759425,169777,212,3:32,2015-02-28T12:30:01Z,W-Hjah2Ir3w,https://www.youtube.com/watch?v=W-Hjah2Ir3w
608,Baharon Phool Barsao - Hindi Lyrics | बहारों फूल बरसाओ | Suraj | Rajendra Kapoor | Mohammed Rafi,Bollywood Classics,Hindi,2020s,Very Popular,36049649,100591,266,4:26,2022-04-09T16:01:27Z,M8ichCVyxhQ,https://www.youtube.com/watch?v=M8ichCVyxhQ
609,"Deewangi Deewangi - Video Song | Om Shanti Om | Vishal-Shekhar | Shahrukh Khan, Deepika Padukone",T-Series Bollywood Classics,Hindi,2020s,Very Popular,20798731,134930,548,9:08,2025-12-23T05:30:11Z,8ytVgSNR8aE,https://www.youtube.com/watch?v=8ytVgSNR8aE
610,Shyam Teri Bansi Pukare | Lyrical (HD) | Geet Gaata Chal | Sachin & Sarika | Ravindra Jain Hits,Bollywood Classics,Hindi,2020s,Very Popular,33676581,127881,349,5:49,2021-09-13T12:30:11Z,oKfXB3dB4_o,https://www.youtube.com/watch?v=oKfXB3dB4_o
611,Tum Agar Saath Dene Ka Vaada Karo - Mahendra Kapoor | Hamraaz | BR Chopra | 60s Classic Hit,NH Hindi Songs,Hindi,2020s,Very Popular,92088110,215566,439,7:19,2023-04-19T12:36:41Z,TamCXFaGskI,https://www.youtube.com/watch?v=TamCXFaGskI
612,"Kal Jisne Janam Yahan Paaya Video Song | Vivah | Shahid Kapoor, Amrita Rao | Ravindra Jain",Bollywood Classics,Hindi,2010s,Very Popular,42453608,142402,474,7:54,2019-07-31T13:00:02Z,D8sPrBnhbaQ,https://www.youtube.com/watch?v=D8sPrBnhbaQ
613,"Chhote Chhote Bhaiyon Ke Lyrical | Hum Saath Saath Hain | Salman Khan, Saif Ali Khan, Tabu Karisma",Bollywood Classics,Hindi,2010s,Top Hit,343580379,1028459,252,4:12,2019-11-04T13:00:04Z,Bn6py6OHsOM,https://www.youtube.com/watch?v=Bn6py6OHsOM
614,"Do Anjaane Ajnabi Lyrical | Vivah | Shahid Kapoor, Amrita Rao | Udit Narayan, Shreya Ghoshal",Bollywood Classics,Hindi,2010s,Very Popular,46334682,160907,300,5:00,2019-03-11T13:00:05Z,bMesOJ_5b_k,https://www.youtube.com/watch?v=bMesOJ_5b_k
615,No. 1 Punjabi | Chori Chori Chupke Chupke (2001) | Salman Khan | Rani Mukherjee | NH Hindi Songs,NH Hindi Songs,Punjabi,2020s,Top Hit,106710965,269464,323,5:23,2020-08-16T04:30:00Z,9e33eoRA47o,https://www.youtube.com/watch?v=9e33eoRA47o
616,"Hamari Shaadi Mein | Lyrical | Vivah | Shahid Kapoor, Amrita Rao | Rajshri Songs | Shreya Ghosal",Bollywood Classics,Hindi,2020s,Very Popular,68132809,187962,323,5:23,2020-07-29T13:00:15Z,uH7ApCOwc14,https://www.youtube.com/watch?v=uH7ApCOwc14
617,Teri Maya Ka (Hindi Lyrical) | Famous Sri Krishna Bhajan | Ravindra Jain Song,Bollywood Classics,Hindi,2020s,Popular,7962435,38926,381,6:21,2023-10-28T12:30:28Z,jtuZwc7enkk,https://www.youtube.com/watch?v=jtuZwc7enkk
618,"Bade Badai Na Kare Video Song | Ankhiyon Ke Jharokhon Se | Ravindra Jain | Hemlata, Jaspal Singh",Bollywood Classics,Hindi,2010s,Top Hit,116374157,364627,333,5:33,2014-03-08T10:30:01Z,zdfKb5njqtU,https://www.youtube.com/watch?v=zdfKb5njqtU
619,Asha Bhosle's Sajana Hai Mujhe Sajna Ke Liye | Video Song | Saudagar | Padma Khanna | Ravindra Jain,Bollywood Classics,Hindi,2010s,Very Popular,37925075,170489,262,4:22,2013-10-02T11:30:01Z,ZTEy8F0zroI,https://www.youtube.com/watch?v=ZTEy8F0zroI
620,Kishore Kumar : Musafir Hoon Yaaron | Jeetendra | Old Hindi Song,Dard Bhare Songs,Hindi,2020s,Very Popular,36026712,158177,473,7:53,2023-09-01T13:04:44Z,kDPNcxHGkmY,https://www.youtube.com/watch?v=kDPNcxHGkmY
621,Mausam Ka Jaadu | 90's Evergreen Romantic Song | Salman Khan | Madhuri Dixit | 4K Video Song,Bollywood Classics,Hindi,2020s,Medium,221650,1094,296,4:56,2026-07-14T06:30:20Z,OqdDeQx72Oc,https://www.youtube.com/watch?v=OqdDeQx72Oc
622,"""Mere Pyaar Ki Umar Ho Itni Sanam"" Full Video | Waaris | Lata Mangeshkar | Amrita Singh, Raj Babbar",T-Series Bollywood Classics,Hindi,2020s,Top Hit,188813566,599017,354,5:54,2020-06-09T09:43:12Z,60U-LwYARMg,https://www.youtube.com/watch?v=60U-LwYARMg
623,"Aaj Se Pehle Aaj Se Zyada Video Song | Chitchor  | Amol Palekar,  Zarina Wahab| K. J. Yesudas Songs",Bollywood Classics,Hindi,2010s,Very Popular,25197567,94197,350,5:50,2013-11-12T14:38:44Z,ZQWsXl2BDt8,https://www.youtube.com/watch?v=ZQWsXl2BDt8
624,Aane Se Uske Aaye Bahar - Lyrics | Jeene Ki Raah | Mohammad Rafi Hit Song | Laxmikant Pyarelal,Bollywood Classics,Hindi,2020s,Popular,4467725,28806,220,3:40,2022-11-14T12:30:16Z,Q3R9rBl0Fow,https://www.youtube.com/watch?v=Q3R9rBl0Fow
625,Kabootar Ja Ja Ja - Lata Mangeshkar & S P Balasubramaniam's Duet - Bhagyashree Songs,Bollywood Classics,Hindi,2010s,Top Hit,261379144,602390,462,7:42,2013-11-06T14:26:40Z,Fzw49vnGhxU,https://www.youtube.com/watch?v=Fzw49vnGhxU
626,"Main Ek Raja Hoon - Video Song | Jaya Bachchan, Swaroop Dutt | Mohammad Rafi |Laxmikant Pyarelal",Bollywood Classics,Hindi,2010s,Very Popular,60790064,148922,275,4:35,2015-03-11T04:30:00Z,B9WSRw-ObEY,https://www.youtube.com/watch?v=B9WSRw-ObEY
627,"Joote De Do Paise Le Lo | Lyrical | Hum Aapke Hain Koun | Salman Khan, Madhuri Dixit | Ram Laxman",Bollywood Classics,Hindi,2020s,Very Popular,20152955,80706,396,6:36,2020-07-27T13:00:01Z,1bFdooCz6bY,https://www.youtube.com/watch?v=1bFdooCz6bY
628,"Aankhon Ki Gustakhiyan Full Song | Hum Dil De Chuke Sanam | Kavita K,Kumar Sanu| Aishwarya, Salman K",T-Series Bollywood Classics,Hindi,2010s,Very Popular,89682413,390333,299,4:59,2013-09-03T12:33:42Z,7k5gM4ClRRo,https://www.youtube.com/watch?v=7k5gM4ClRRo
629,Dhiktana Dhiktana (PART-1) | S. P. Balasubrahmanyam | Family Song | Hum Aapke Hain Kaun (1994) | 4K,Bollywood Classics,Hindi,2020s,Low,93524,434,312,5:12,2026-07-28T12:30:07Z,TfJ2l1CaehQ,https://www.youtube.com/watch?v=TfJ2l1CaehQ
630,"Sunoji Dulhan (Hindi Lyrical) | Salman Khan, Karisma Kapooor, Saif Ali Khan | Hum Saath Saath Hain",Bollywood Classics,Hindi,2020s,Very Popular,53897810,167450,716,11:56,2023-12-30T12:30:13Z,UMznMVmNZ4w,https://www.youtube.com/watch?v=UMznMVmNZ4w
631,"KHAIRIYAT 8K - BONUS TRACK | Sushant Singh Rajput,Shraddha Kapoor |Pritam |Arijit Singh | Chhichhore",T-Series,Hindi,2020s,Very Popular,74385768,144349,226,3:46,2025-07-23T11:36:57Z,9pIXNy-pS10,https://www.youtube.com/watch?v=9pIXNy-pS10
632,"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar",YRF,Hindi,2010s,Top Hit,1509878444,7457464,282,4:42,2012-01-19T07:34:47Z,qoq8B8ThgEM,https://www.youtube.com/watch?v=qoq8B8ThgEM
633,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",T-Series,Hindi,2010s,Top Hit,1278683597,8502837,239,3:59,2019-09-26T11:15:00Z,hoNb6HuNmU0,https://www.youtube.com/watch?v=hoNb6HuNmU0
634,"Gum Hai Kisi Ke Pyar Mein | Lata Mangeshkar, Kishore Kumar | Raampur Ka Lakshman Songs 1972 | Rekha",Goldmines Gaane Sune Ansune,English/International,2010s,Very Popular,57639475,297746,271,4:31,2015-09-26T01:30:00Z,sPiOMuvzSI8,https://www.youtube.com/watch?v=sPiOMuvzSI8
635,"Dekha Ek Khwab Song | Silsila | Amitabh Bachchan, Rekha | Kishore Kumar, Lata Mangeshkar, Shiv-Hari",YRF,Hindi,2010s,Top Hit,383174198,2166743,267,4:27,2015-12-22T15:30:00Z,7dO_MS9tZ5E,https://www.youtube.com/watch?v=7dO_MS9tZ5E
636,तेरा मेरा प्यार अमर | Tera Mera Pyar Amar | Asli Naqli | Lata Mangeshkar | Evergreen Hindi Songs,Shemaroo Filmi Gaane,Hindi,2010s,Top Hit,109618805,672155,235,3:55,2011-12-02T15:46:10Z,BV0-rrdPJKw,https://www.youtube.com/watch?v=BV0-rrdPJKw
637,Kishore - Lata Mangeshkar Hits | Kora Kagaz Tha Yeh Man Mera | Aradhana Movie Song | 70s Hindi Hits,Dard Bhare Songs,Hindi,2020s,Very Popular,27748329,86471,470,7:50,2023-11-18T16:33:10Z,NOFA93ejyHs,https://www.youtube.com/watch?v=NOFA93ejyHs
638,"Pal Bhar Ke Liye Koi Humein 4K Song | Johny Mera Naam(1970) | Dev Anand, Hema Malini | Romantic Song",Shemaroo Filmi Gaane,English/International,2020s,Very Popular,20192853,82959,284,4:44,2025-01-09T13:30:38Z,t2fl4GALQ8E,https://www.youtube.com/watch?v=t2fl4GALQ8E
639,"जो तुमको हो पसंद (HD) Old Hindi Classic Song : Sharmila Tagore, Feroz Khan | Mukesh | Safar (1970)",SuperHit Gaane,Hindi,2020s,Popular,9527607,46768,253,4:13,2022-07-30T11:30:00Z,-SSp7w7Y9rU,https://www.youtube.com/watch?v=-SSp7w7Y9rU
640,"Yeh Mana Meri Jaan Mohabbat Saza Hai : Mohd Rafi Hits Song | Pavin Nischol, Priya R | Hanste Zakham",Gaane 70s 80s,English/International,2020s,Very Popular,14326664,48884,462,7:42,2024-02-04T06:30:17Z,xXDTVuP0xQU,https://www.youtube.com/watch?v=xXDTVuP0xQU
641,"Wada Karle Sajna Tere Bina | Mohammed Rafi, Lata Mangeshkar | Haath Ki Safai Songs | Vinod Khanna",Goldmines Gaane Sune Ansune,English/International,2010s,Very Popular,65944459,190982,287,4:47,2016-02-08T04:00:00Z,9nkADFXXL0s,https://www.youtube.com/watch?v=9nkADFXXL0s
642,Milo Na Tum To Hum Ghabraye 4k | Lata Mangeshkar Songs | Raaj Kumar | Heer Rajha Movie | 70s Song,Gaane 70s 80s,English/International,2020s,Very Popular,27726352,100347,388,6:28,2024-04-07T13:00:00Z,03sqseRqpMg,https://www.youtube.com/watch?v=03sqseRqpMg
